areaCode,areaName,areaType,date,hospitalCases,newAdmissions,newCasesByPublishDate,newPeopleVaccinatedFirstDoseByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate
K02000001,United Kingdom,overview,2020-12-20,20005,2169,35928,,
K02000001,United Kingdom,overview,2020-12-19,19464,2044,27052,,
K02000001,United Kingdom,overview,2020-12-18,19118,1923,28507,,
K02000001,United Kingdom,overview,2020-12-17,18971,2143,35383,,
K02000001,United Kingdom,overview,2020-12-16,18672,2078,25161,,
K02000001,United Kingdom,overview,2020-12-15,18217,1959,18450,,
K02000001,United Kingdom,overview,2020-12-14,18247,1954,20263,,
K02000001,United Kingdom,overview,2020-12-13,17539,1756,18447,,
K02000001,United Kingdom,overview,2020-12-12,16910,1798,21502,,
K02000001,United Kingdom,overview,2020-12-11,16886,1690,21672,,
K02000001,United Kingdom,overview,2020-12-10,16724,1752,20964,,
K02000001,United Kingdom,overview,2020-12-09,16332,1755,16578,,
K02000001,United Kingdom,overview,2020-12-08,16478,1782,12282,,
K02000001,United Kingdom,overview,2020-12-07,16416,1661,14718,,
K02000001,United Kingdom,overview,2020-12-06,15961,1471,17272,,
K02000001,United Kingdom,overview,2020-12-05,15689,1379,15539,,
K02000001,United Kingdom,overview,2020-12-04,15728,1431,16298,,
K02000001,United Kingdom,overview,2020-12-03,15659,1500,14879,,
K02000001,United Kingdom,overview,2020-12-02,15978,1487,16170,,
K02000001,United Kingdom,overview,2020-12-01,16313,1490,13430,,
K02000001,United Kingdom,overview,2020-11-30,16566,1406,12330,,
K02000001,United Kingdom,overview,2020-11-29,16314,1390,12155,,
K02000001,United Kingdom,overview,2020-11-28,15986,1221,15871,,
K02000001,United Kingdom,overview,2020-11-27,16572,1280,16022,,
K02000001,United Kingdom,overview,2020-11-26,16763,1423,17555,,
K02000001,United Kingdom,overview,2020-11-25,17133,1613,18213,,
K02000001,United Kingdom,overview,2020-11-24,17425,1499,11299,,
K02000001,United Kingdom,overview,2020-11-23,17682,1590,15450,,
K02000001,United Kingdom,overview,2020-11-22,17265,1492,18662,,
K02000001,United Kingdom,overview,2020-11-21,17064,1462,19875,,
K02000001,United Kingdom,overview,2020-11-20,17185,1550,20252,,
K02000001,United Kingdom,overview,2020-11-19,17460,1687,22915,,
K02000001,United Kingdom,overview,2020-11-18,17487,1785,19609,,
K02000001,United Kingdom,overview,2020-11-17,17440,1719,20051,,
K02000001,United Kingdom,overview,2020-11-16,17314,1771,21363,,
K02000001,United Kingdom,overview,2020-11-15,16865,1673,24962,,
K02000001,United Kingdom,overview,2020-11-14,16300,1616,26860,,
K02000001,United Kingdom,overview,2020-11-13,16237,1652,27301,,
K02000001,United Kingdom,overview,2020-11-12,15880,1918,33470,,
K02000001,United Kingdom,overview,2020-11-11,15667,1973,22950,,
K02000001,United Kingdom,overview,2020-11-10,14965,1855,20412,,
K02000001,United Kingdom,overview,2020-11-09,15142,1766,21350,,
K02000001,United Kingdom,overview,2020-11-08,14547,1692,20572,,
K02000001,United Kingdom,overview,2020-11-07,14315,1559,24957,,
K02000001,United Kingdom,overview,2020-11-06,13959,1416,23287,,
K02000001,United Kingdom,overview,2020-11-05,13797,1591,24141,,
K02000001,United Kingdom,overview,2020-11-04,13818,1687,25177,,
K02000001,United Kingdom,overview,2020-11-03,13750,1523,20018,,
K02000001,United Kingdom,overview,2020-11-02,13106,1574,18950,,
K02000001,United Kingdom,overview,2020-11-01,12231,1497,23254,,
K02000001,United Kingdom,overview,2020-10-31,12311,1460,21915,,
K02000001,United Kingdom,overview,2020-10-30,11789,1384,24405,,
K02000001,United Kingdom,overview,2020-10-29,11584,1590,23065,,
K02000001,United Kingdom,overview,2020-10-28,11435,1494,24701,,
K02000001,United Kingdom,overview,2020-10-27,10939,1498,22885,,
K02000001,United Kingdom,overview,2020-10-26,10109,1541,20890,,
K02000001,United Kingdom,overview,2020-10-25,9787,1425,19790,,
K02000001,United Kingdom,overview,2020-10-24,9263,1262,23012,,
K02000001,United Kingdom,overview,2020-10-23,8887,1299,20530,,
K02000001,United Kingdom,overview,2020-10-22,8312,1283,21242,,
K02000001,United Kingdom,overview,2020-10-21,8133,1265,26688,,
K02000001,United Kingdom,overview,2020-10-20,7853,1191,21331,,
K02000001,United Kingdom,overview,2020-10-19,7335,1106,18804,,
K02000001,United Kingdom,overview,2020-10-18,6830,1091,16982,,
K02000001,United Kingdom,overview,2020-10-17,6546,1031,16171,,
K02000001,United Kingdom,overview,2020-10-16,6297,925,15650,,
K02000001,United Kingdom,overview,2020-10-15,5934,1044,18980,,
K02000001,United Kingdom,overview,2020-10-14,5599,983,19724,,
K02000001,United Kingdom,overview,2020-10-13,5294,1029,17234,,
K02000001,United Kingdom,overview,2020-10-12,4960,888,13972,,
K02000001,United Kingdom,overview,2020-10-11,4671,825,12872,,
K02000001,United Kingdom,overview,2020-10-10,4359,723,15166,,
K02000001,United Kingdom,overview,2020-10-09,4171,708,13864,,
K02000001,United Kingdom,overview,2020-10-08,4086,715,17540,,
K02000001,United Kingdom,overview,2020-10-07,3894,692,14162,,
K02000001,United Kingdom,overview,2020-10-06,3643,725,14542,,
K02000001,United Kingdom,overview,2020-10-05,3371,630,12594,,
K02000001,United Kingdom,overview,2020-10-04,3057,633,22961,,
K02000001,United Kingdom,overview,2020-10-03,2868,536,12872,,
K02000001,United Kingdom,overview,2020-10-02,2724,531,6968,,
K02000001,United Kingdom,overview,2020-10-01,2593,528,6914,,
K02000001,United Kingdom,overview,2020-09-30,2531,451,7108,,
K02000001,United Kingdom,overview,2020-09-29,2421,440,7143,,
K02000001,United Kingdom,overview,2020-09-28,2400,444,4044,,
K02000001,United Kingdom,overview,2020-09-27,2189,342,5693,,
K02000001,United Kingdom,overview,2020-09-26,2034,351,6042,,
K02000001,United Kingdom,overview,2020-09-25,2021,382,6874,,
K02000001,United Kingdom,overview,2020-09-24,1847,423,6634,,
K02000001,United Kingdom,overview,2020-09-23,1731,422,6178,,
K02000001,United Kingdom,overview,2020-09-22,1637,350,4926,,
K02000001,United Kingdom,overview,2020-09-21,1559,371,4368,,
K02000001,United Kingdom,overview,2020-09-20,1399,288,3899,,
K02000001,United Kingdom,overview,2020-09-19,1301,261,4422,,
K02000001,United Kingdom,overview,2020-09-18,1222,262,4322,,
K02000001,United Kingdom,overview,2020-09-17,1163,264,3395,,
K02000001,United Kingdom,overview,2020-09-16,1107,281,3991,,
K02000001,United Kingdom,overview,2020-09-15,1067,268,3105,,
K02000001,United Kingdom,overview,2020-09-14,983,257,2621,,
K02000001,United Kingdom,overview,2020-09-13,844,227,3330,,
K02000001,United Kingdom,overview,2020-09-12,813,217,3497,,
K02000001,United Kingdom,overview,2020-09-11,771,230,3539,,
K02000001,United Kingdom,overview,2020-09-10,945,217,2919,,
K02000001,United Kingdom,overview,2020-09-09,925,203,2659,,
K02000001,United Kingdom,overview,2020-09-08,895,184,2460,,
K02000001,United Kingdom,overview,2020-09-07,903,145,2948,,
K02000001,United Kingdom,overview,2020-09-06,818,137,2988,,
K02000001,United Kingdom,overview,2020-09-05,813,130,1813,,
K02000001,United Kingdom,overview,2020-09-04,819,154,1940,,
K02000001,United Kingdom,overview,2020-09-03,818,146,1735,,
K02000001,United Kingdom,overview,2020-09-02,804,145,1508,,
K02000001,United Kingdom,overview,2020-09-01,862,134,1295,,
K02000001,United Kingdom,overview,2020-08-31,855,90,1406,,
K02000001,United Kingdom,overview,2020-08-30,832,77,1715,,
K02000001,United Kingdom,overview,2020-08-29,834,110,1108,,
K02000001,United Kingdom,overview,2020-08-28,819,138,1276,,
K02000001,United Kingdom,overview,2020-08-27,841,152,1522,,
K02000001,United Kingdom,overview,2020-08-26,830,130,1048,,
K02000001,United Kingdom,overview,2020-08-25,845,119,1184,,
K02000001,United Kingdom,overview,2020-08-24,877,91,853,,
K02000001,United Kingdom,overview,2020-08-23,871,74,1160,,
K02000001,United Kingdom,overview,2020-08-22,944,73,1288,,
K02000001,United Kingdom,overview,2020-08-21,889,109,1033,,
K02000001,United Kingdom,overview,2020-08-20,910,98,1182,,
K02000001,United Kingdom,overview,2020-08-19,925,113,812,,
K02000001,United Kingdom,overview,2020-08-18,954,128,1089,,
K02000001,United Kingdom,overview,2020-08-17,983,95,713,,
K02000001,United Kingdom,overview,2020-08-16,980,80,1040,,
K02000001,United Kingdom,overview,2020-08-15,975,98,1077,,
K02000001,United Kingdom,overview,2020-08-14,996,100,1441,,
K02000001,United Kingdom,overview,2020-08-13,1009,129,1129,,
K02000001,United Kingdom,overview,2020-08-12,1005,101,1009,,
K02000001,United Kingdom,overview,2020-08-11,1040,114,1148,,
K02000001,United Kingdom,overview,2020-08-10,1088,86,740,,
K02000001,United Kingdom,overview,2020-08-09,984,106,1062,,
K02000001,United Kingdom,overview,2020-08-08,1028,140,758,,
K02000001,United Kingdom,overview,2020-08-07,1095,117,871,,
K02000001,United Kingdom,overview,2020-08-06,1156,100,950,,
K02000001,United Kingdom,overview,2020-08-05,1201,138,892,,
K02000001,United Kingdom,overview,2020-08-04,1217,125,670,,
K02000001,United Kingdom,overview,2020-08-03,1252,109,898,,
K02000001,United Kingdom,overview,2020-08-02,1255,93,744,,
K02000001,United Kingdom,overview,2020-08-01,1291,128,761,,
K02000001,United Kingdom,overview,2020-07-31,1267,114,880,,
K02000001,United Kingdom,overview,2020-07-30,1315,132,846,,
K02000001,United Kingdom,overview,2020-07-29,1351,131,763,,
K02000001,United Kingdom,overview,2020-07-28,1370,119,581,,
K02000001,United Kingdom,overview,2020-07-27,1371,129,685,,
K02000001,United Kingdom,overview,2020-07-26,1384,109,745,,
K02000001,United Kingdom,overview,2020-07-25,1402,120,767,,
K02000001,United Kingdom,overview,2020-07-24,1454,159,768,,
K02000001,United Kingdom,overview,2020-07-23,1539,198,769,,
K02000001,United Kingdom,overview,2020-07-22,1748,158,560,,
K02000001,United Kingdom,overview,2020-07-21,1635,125,445,,
K02000001,United Kingdom,overview,2020-07-20,1735,130,557,,
K02000001,United Kingdom,overview,2020-07-19,1743,126,726,,
K02000001,United Kingdom,overview,2020-07-18,1777,105,827,,
K02000001,United Kingdom,overview,2020-07-17,1805,143,687,,
K02000001,United Kingdom,overview,2020-07-16,1830,166,642,,
K02000001,United Kingdom,overview,2020-07-15,1975,168,538,,
K02000001,United Kingdom,overview,2020-07-14,1994,186,398,,
K02000001,United Kingdom,overview,2020-07-13,2114,189,530,,
K02000001,United Kingdom,overview,2020-07-12,2102,114,650,,
K02000001,United Kingdom,overview,2020-07-11,2120,177,820,,
K02000001,United Kingdom,overview,2020-07-10,2245,175,512,,
K02000001,United Kingdom,overview,2020-07-09,2346,214,642,,
K02000001,United Kingdom,overview,2020-07-08,2455,207,630,,
K02000001,United Kingdom,overview,2020-07-07,2599,215,581,,
K02000001,United Kingdom,overview,2020-07-06,2700,203,343,,
K02000001,United Kingdom,overview,2020-07-05,2742,195,516,,
K02000001,United Kingdom,overview,2020-07-04,2803,202,624,,
K02000001,United Kingdom,overview,2020-07-03,2943,214,544,,
K02000001,United Kingdom,overview,2020-07-02,3080,216,576,,
K02000001,United Kingdom,overview,2020-07-01,3199,270,829,,
K02000001,United Kingdom,overview,2020-06-30,3384,296,689,,
K02000001,United Kingdom,overview,2020-06-29,3749,219,815,,
K02000001,United Kingdom,overview,2020-06-28,3558,208,901,,
K02000001,United Kingdom,overview,2020-06-27,3545,286,890,,
K02000001,United Kingdom,overview,2020-06-26,3621,338,1006,,
K02000001,United Kingdom,overview,2020-06-25,3851,324,1118,,
K02000001,United Kingdom,overview,2020-06-24,4031,367,653,,
K02000001,United Kingdom,overview,2020-06-23,4135,362,874,,
K02000001,United Kingdom,overview,2020-06-22,4282,392,958,,
K02000001,United Kingdom,overview,2020-06-21,4223,288,1221,,
K02000001,United Kingdom,overview,2020-06-20,4253,258,1295,,
K02000001,United Kingdom,overview,2020-06-19,4414,336,1346,,
K02000001,United Kingdom,overview,2020-06-18,4560,402,1218,,
K02000001,United Kingdom,overview,2020-06-17,4719,431,1115,,
K02000001,United Kingdom,overview,2020-06-16,4863,455,1279,,
K02000001,United Kingdom,overview,2020-06-15,4870,439,1056,,
K02000001,United Kingdom,overview,2020-06-14,4908,364,1514,,
K02000001,United Kingdom,overview,2020-06-13,4941,385,1425,,
K02000001,United Kingdom,overview,2020-06-12,5090,393,1541,,
K02000001,United Kingdom,overview,2020-06-11,5179,446,1266,,
K02000001,United Kingdom,overview,2020-06-10,5475,511,1003,,
K02000001,United Kingdom,overview,2020-06-09,5736,491,1387,,
K02000001,United Kingdom,overview,2020-06-08,5931,412,1205,,
K02000001,United Kingdom,overview,2020-06-07,5944,406,1326,,
K02000001,United Kingdom,overview,2020-06-06,6149,407,1557,,
K02000001,United Kingdom,overview,2020-06-05,6379,475,1650,,
K02000001,United Kingdom,overview,2020-06-04,6580,564,1805,,
K02000001,United Kingdom,overview,2020-06-03,6815,632,1871,,
K02000001,United Kingdom,overview,2020-06-02,7087,668,1613,,
K02000001,United Kingdom,overview,2020-06-01,7248,605,1570,,
K02000001,United Kingdom,overview,2020-05-31,7238,528,1936,,
K02000001,United Kingdom,overview,2020-05-30,7268,568,2445,,
K02000001,United Kingdom,overview,2020-05-29,7586,614,2095,,
K02000001,United Kingdom,overview,2020-05-28,7907,702,1887,,
K02000001,United Kingdom,overview,2020-05-27,8220,712,2013,,
K02000001,United Kingdom,overview,2020-05-26,8732,698,2004,,
K02000001,United Kingdom,overview,2020-05-25,8836,602,1625,,
K02000001,United Kingdom,overview,2020-05-24,8814,587,2409,,
K02000001,United Kingdom,overview,2020-05-23,8814,643,2959,,
K02000001,United Kingdom,overview,2020-05-22,9184,740,3287,,
K02000001,United Kingdom,overview,2020-05-21,9293,841,2615,,
K02000001,United Kingdom,overview,2020-05-20,9563,850,2472,,
K02000001,United Kingdom,overview,2020-05-19,10013,880,2412,,
K02000001,United Kingdom,overview,2020-05-18,10231,848,2684,,
K02000001,United Kingdom,overview,2020-05-17,10199,792,3562,,
K02000001,United Kingdom,overview,2020-05-16,10238,813,3451,,
K02000001,United Kingdom,overview,2020-05-15,10691,868,3560,,
K02000001,United Kingdom,overview,2020-05-14,10921,908,3446,,
K02000001,United Kingdom,overview,2020-05-13,11342,966,3242,,
K02000001,United Kingdom,overview,2020-05-12,11591,983,3403,,
K02000001,United Kingdom,overview,2020-05-11,11967,1029,3877,,
K02000001,United Kingdom,overview,2020-05-10,11727,915,3923,,
K02000001,United Kingdom,overview,2020-05-09,12015,944,3896,,
K02000001,United Kingdom,overview,2020-05-08,12053,909,4649,,
K02000001,United Kingdom,overview,2020-05-07,12626,1166,5614,,
K02000001,United Kingdom,overview,2020-05-06,13148,1204,6111,,
K02000001,United Kingdom,overview,2020-05-05,13723,1146,4406,,
K02000001,United Kingdom,overview,2020-05-04,14097,1249,3985,,
K02000001,United Kingdom,overview,2020-05-03,14188,1188,4339,,
K02000001,United Kingdom,overview,2020-05-02,14380,1180,4806,,
K02000001,United Kingdom,overview,2020-05-01,14723,1262,6201,,
K02000001,United Kingdom,overview,2020-04-30,15164,1442,6032,,
K02000001,United Kingdom,overview,2020-04-29,15521,1487,4076,,
K02000001,United Kingdom,overview,2020-04-28,15877,1518,3996,,
K02000001,United Kingdom,overview,2020-04-27,16662,1536,4310,,
K02000001,United Kingdom,overview,2020-04-26,16555,1355,4463,,
K02000001,United Kingdom,overview,2020-04-25,16604,1253,4913,,
K02000001,United Kingdom,overview,2020-04-24,17063,1525,5386,,
K02000001,United Kingdom,overview,2020-04-23,17867,1512,4583,,
K02000001,United Kingdom,overview,2020-04-22,18533,1530,4451,,
K02000001,United Kingdom,overview,2020-04-21,19139,1712,4301,,
K02000001,United Kingdom,overview,2020-04-20,19331,1736,4676,,
K02000001,United Kingdom,overview,2020-04-19,19574,1657,5850,,
K02000001,United Kingdom,overview,2020-04-18,19456,1630,5526,,
K02000001,United Kingdom,overview,2020-04-17,19330,1966,5599,,
K02000001,United Kingdom,overview,2020-04-16,20389,2011,4618,,
K02000001,United Kingdom,overview,2020-04-15,20582,1880,4605,,
K02000001,United Kingdom,overview,2020-04-14,21281,2088,5252,,
K02000001,United Kingdom,overview,2020-04-13,21308,2162,4342,,
K02000001,United Kingdom,overview,2020-04-12,21687,2066,5288,,
K02000001,United Kingdom,overview,2020-04-11,21254,2163,5234,,
K02000001,United Kingdom,overview,2020-04-10,21280,2461,5706,,
K02000001,United Kingdom,overview,2020-04-09,21005,2631,4675,,
K02000001,United Kingdom,overview,2020-04-08,20740,2966,5865,,
K02000001,United Kingdom,overview,2020-04-07,20234,3150,3888,,
K02000001,United Kingdom,overview,2020-04-06,19493,3047,4143,,
K02000001,United Kingdom,overview,2020-04-05,18855,2913,6199,,
K02000001,United Kingdom,overview,2020-04-04,17502,2922,4000,,
K02000001,United Kingdom,overview,2020-04-03,15546,2932,4672,,
K02000001,United Kingdom,overview,2020-04-02,13875,3284,4522,,
K02000001,United Kingdom,overview,2020-04-01,13637,3564,4567,,
K02000001,United Kingdom,overview,2020-03-31,12597,2833,3250,,
K02000001,United Kingdom,overview,2020-03-30,11093,3189,2665,,
K02000001,United Kingdom,overview,2020-03-29,9525,2492,2502,,
K02000001,United Kingdom,overview,2020-03-28,8278,2196,2556,,
K02000001,United Kingdom,overview,2020-03-27,7267,2229,2890,,
K02000001,United Kingdom,overview,2020-03-26,,1931,2129,,
K02000001,United Kingdom,overview,2020-03-25,,2087,1452,,
K02000001,United Kingdom,overview,2020-03-24,,1718,1427,,
K02000001,United Kingdom,overview,2020-03-23,,1273,967,,
K02000001,United Kingdom,overview,2020-03-22,,,665,,
K02000001,United Kingdom,overview,2020-03-21,,,1035,,
K02000001,United Kingdom,overview,2020-03-20,,,714,,
K02000001,United Kingdom,overview,2020-03-19,,,643,,
K02000001,United Kingdom,overview,2020-03-18,,,676,,
K02000001,United Kingdom,overview,2020-03-17,,,407,,
K02000001,United Kingdom,overview,2020-03-16,,,152,,
K02000001,United Kingdom,overview,2020-03-15,,,330,,
K02000001,United Kingdom,overview,2020-03-14,,,264,,
K02000001,United Kingdom,overview,2020-03-13,,,207,,
K02000001,United Kingdom,overview,2020-03-12,,,134,,
K02000001,United Kingdom,overview,2020-03-11,,,83,,
K02000001,United Kingdom,overview,2020-03-10,,,52,,
K02000001,United Kingdom,overview,2020-03-09,,,50,,
K02000001,United Kingdom,overview,2020-03-08,,,65,,
K02000001,United Kingdom,overview,2020-03-07,,,46,,
K02000001,United Kingdom,overview,2020-03-06,,,46,,
K02000001,United Kingdom,overview,2020-03-05,,,29,,
K02000001,United Kingdom,overview,2020-03-04,,,34,,
K02000001,United Kingdom,overview,2020-03-03,,,11,,
K02000001,United Kingdom,overview,2020-03-02,,,5,,
K02000001,United Kingdom,overview,2020-03-01,,,12,,
K02000001,United Kingdom,overview,2020-02-29,,,4,,
K02000001,United Kingdom,overview,2020-02-28,,,6,,
K02000001,United Kingdom,overview,2020-02-27,,,0,,
K02000001,United Kingdom,overview,2020-02-26,,,0,,
K02000001,United Kingdom,overview,2020-02-25,,,0,,
K02000001,United Kingdom,overview,2020-02-24,,,4,,
K02000001,United Kingdom,overview,2020-02-23,,,0,,
K02000001,United Kingdom,overview,2020-02-22,,,0,,
K02000001,United Kingdom,overview,2020-02-21,,,0,,
K02000001,United Kingdom,overview,2020-02-20,,,0,,
K02000001,United Kingdom,overview,2020-02-19,,,0,,
K02000001,United Kingdom,overview,2020-02-18,,,0,,
K02000001,United Kingdom,overview,2020-02-17,,,0,,
K02000001,United Kingdom,overview,2020-02-16,,,0,,
K02000001,United Kingdom,overview,2020-02-15,,,0,,
K02000001,United Kingdom,overview,2020-02-14,,,0,,
K02000001,United Kingdom,overview,2020-02-13,,,1,,
K02000001,United Kingdom,overview,2020-02-12,,,0,,
K02000001,United Kingdom,overview,2020-02-11,,,0,,
K02000001,United Kingdom,overview,2020-02-10,,,4,,
K02000001,United Kingdom,overview,2020-02-09,,,1,,
K02000001,United Kingdom,overview,2020-02-08,,,0,,
K02000001,United Kingdom,overview,2020-02-07,,,0,,
K02000001,United Kingdom,overview,2020-02-06,,,1,,
K02000001,United Kingdom,overview,2020-02-05,,,0,,
K02000001,United Kingdom,overview,2020-02-04,,,0,,
K02000001,United Kingdom,overview,2020-02-03,,,0,,
K02000001,United Kingdom,overview,2020-02-02,,,0,,
K02000001,United Kingdom,overview,2020-02-01,,,0,,
K02000001,United Kingdom,overview,2020-01-31,,,2,,
